cruise speed,image resolution,illuminance,controls responsiveness,power,smoke intensity,obstacle size,obstacle distance,firm obstacle,req_0
72.1617,51.9327,61.8821,58.7785,45.0,96.471,13.6796,29.6403,0.0,False
10.731,83.137,28.7597,7.6507,19.0,36.5916,7.9585,31.1133,1.0,True
60.9829,74.9933,90.799,31.1994,52.0,2.4102,30.4609,24.8243,1.0,True
55.0202,30.8953,13.4279,54.3625,25.0,55.2698,39.5834,85.5636,0.0,False
68.6611,32.8983,28.9569,27.7015,98.0,18.0277,24.0016,97.4882,0.0,False
62.8562,25.2873,20.8723,7.6563,79.0,61.953,96.5006,37.4372,0.0,False
95.6254,4.0932,21.6694,63.0112,53.0,28.9596,19.099,88.5511,1.0,False
22.1514,4.88,53.6652,54.6735,98.0,82.6117,93.0382,95.7756,0.0,False
99.7682,77.2516,71.7391,91.7449,60.0,10.5384,89.7113,32.9263,1.0,False
87.5262,6.2247,42.7826,72.058,48.0,41.5058,75.2247,44.4692,1.0,False
91.5198,20.3112,34.2003,22.0429,39.0,35.1414,49.072,98.8726,0.0,False
60.921,64.9531,63.5353,64.183,75.0,74.1646,78.4706,38.3179,0.0,False
50.1421,76.5682,27.2858,24.3372,16.0,97.0947,18.5016,61.4684,1.0,False
98.0285,77.2915,21.2649,78.725,31.0,59.1495,15.9601,35.2435,0.0,False
47.2094,89.5078,90.0004,87.2491,82.0,91.0262,97.8998,81.0904,0.0,False
7.9358,68.1928,10.3568,39.9464,85.0,36.575,17.4994,76.817,0.0,False
7.4429,38.1729,28.1646,87.5403,12.0,51.6305,12.7113,48.2616,0.0,False
57.5268,73.1279,99.0318,27.9984,78.0,71.2569,3.6832,73.6609,0.0,False
49.7581,86.1582,26.2282,37.7342,7.0,21.5014,10.4967,13.7788,0.0,False
21.8862,53.0628,13.6055,53.4683,39.0,58.2097,83.932,3.5207,1.0,True
60.0088,87.8807,94.1456,10.104,15.0,97.8203,4.1963,93.4575,0.0,False
