cruise speed,image resolution,illuminance,controls responsiveness,power,smoke intensity,obstacle size,obstacle distance,firm obstacle,req_0,req_1,req_2,req_3
65.52220387181843,79.60707192759875,28.584610383482488,17.98124136540923,61.0,59.4238,36.5804,43.2471,1.0,True,False,True,False
56.51914317920664,78.68372956056916,44.9030856528554,75.22735650373018,67.0,23.949,25.0238,53.6776,1.0,True,True,True,True
49.11925026411637,1.43151764205528,26.78713952382902,11.605295213878698,65.0,87.5775,98.0319,60.0834,0.0,False,False,False,False
7.457759727411172,81.1606453057822,11.719752630749092,88.57268940045091,65.0,13.5431,46.469,6.9455,0.0,False,False,False,False
67.81615397998466,92.358673103316,69.91122564203255,34.67667708382013,33.0,91.9392,78.1618,52.4151,0.0,False,True,False,False
40.23410913277428,3.119624203718574,0.6001812641212911,10.254317053661032,50.0,78.7386,92.5354,96.4319,0.0,False,False,False,True
69.90562450491758,58.84617344773024,80.73376501032097,69.8175024462059,8.0,37.4304,11.9677,23.3809,0.0,False,False,False,False
43.28018883315779,32.827666805740286,97.74409038442872,65.148108982396,58.0,55.9296,77.3951,73.4457,1.0,True,False,True,True
34.40596626877753,64.21792121329109,97.9015008187928,59.12504114506903,79.0,78.6461,46.5971,37.491,0.0,False,False,False,True
0.3509002207818024,46.26820658198726,25.00418882741901,73.24192761555784,100.0,61.8901,33.7806,13.9916,0.0,True,True,False,False
15.539516463576508,90.87246349958332,31.05726997127123,89.6824213487254,6.0,38.2341,60.9858,26.0793,0.0,True,False,False,False
40.30882693661098,54.68930067724386,87.65590944226663,49.93276509204815,36.0,13.0175,6.4716,51.7144,0.0,False,True,False,False
43.51615617692747,20.62842652469044,33.65763836175366,68.57786970629476,71.0,17.7223,43.7174,75.8446,1.0,True,False,True,True
3.698496304985721,6.994589447076328,77.8507694539812,23.06394941417133,75.0,45.8191,57.4668,65.4021,1.0,False,False,False,False
56.615892662943615,49.82779406150012,1.946173801005513,37.17914553238816,17.0,94.4083,90.4286,99.624,1.0,False,False,False,False
79.41165872638929,23.063288988117936,25.78004520678726,46.04113182617047,37.0,27.1257,36.0826,20.9859,1.0,False,False,False,False
75.35832651060902,80.45805929863417,39.93435989593266,91.57627458163688,0.0,16.8725,6.1527,90.9567,0.0,False,False,False,True
25.79177783480242,86.14552986655276,62.403018852719846,42.10152891828931,24.0,78.9343,8.8686,62.7014,1.0,True,False,True,True
43.82946134138439,61.66269809327171,51.22543290677923,46.18766802699377,7.0,25.9059,30.3697,1.9672,0.0,False,False,False,False
67.60295722737827,96.01566262799288,51.78208431151911,44.87295293395333,92.0,58.9648,26.58,71.1283,1.0,True,False,True,True
27.95998086723104,13.219827626100344,1.3709973891736116,66.09310895985415,56.0,16.9334,8.6415,63.9746,0.0,False,False,False,False
0.8580122908151133,27.915405696852638,30.9439425158451,53.784708026867165,22.0,93.9653,41.792,44.4401,1.0,False,False,False,False
66.75750152138004,92.43103355465531,69.12353994912706,66.34316913841573,94.0,85.5412,73.2182,68.4091,0.0,False,False,False,False
46.24714075277778,22.674242093971763,24.35238314860647,67.44561237890994,3.0,33.6585,75.1254,31.1717,0.0,False,False,False,False
13.214281596790078,69.63819489909014,73.11973217531789,10.591500485709592,26.0,21.6758,62.9648,69.5869,1.0,True,False,False,True
30.199659968955984,4.357882585153838,98.72803127201809,50.70738863973523,50.0,32.119,50.1591,94.1508,0.0,False,False,False,False
49.140335447225794,75.0138917748252,59.143008682397294,96.06585317798596,90.0,5.8182,17.9215,25.1484,1.0,True,False,True,True
12.363084973138438,80.24066093573988,57.63836192462696,79.33415860272261,5.0,47.047,25.3211,81.166,1.0,True,False,False,True
51.93808219366075,70.60867923750514,28.320690773256946,93.85247814060118,11.0,74.8916,69.0168,45.9598,1.0,True,False,True,True
14.485762154400016,57.93508386356869,35.33775969354055,28.32261544870437,57.0,88.3406,6.6329,83.8531,1.0,False,False,True,True
60.88542061167741,12.124718084195262,63.40388449422054,29.17481320653802,77.0,20.2894,66.1089,48.5194,1.0,True,False,False,False
11.195577537011747,10.177744599597728,46.20373299230766,40.49659015524283,84.0,46.3669,39.3889,89.1915,0.0,False,False,False,False
95.08247493347064,12.059108737960422,31.679699315128275,90.2501816216688,23.0,6.7965,79.6813,86.9443,1.0,False,False,False,False
14.504183401438109,19.70252262599452,23.997444457872582,10.71918346840256,0.0,42.4944,55.3772,6.4063,1.0,False,False,False,True
47.15611449564263,54.20227630547853,81.7314135286232,57.29373692692671,48.0,71.958,71.4357,84.1356,0.0,False,True,False,False
36.12131265620873,3.5179717467562543,67.91808657880915,99.49246284967168,45.0,32.8703,66.0056,48.1016,0.0,False,False,False,False
37.85769160903937,72.15004020960355,33.91060605454156,19.520501150047288,63.0,6.2509,67.3528,70.3604,1.0,True,False,True,True
24.09122773429039,10.2877599771107,8.63636550967003,98.88912984833968,60.0,34.5556,60.9073,25.6942,1.0,False,False,False,False
60.3307613466382,2.094400827167864,35.629619187142616,18.19431727563563,3.0,84.8966,1.4904,45.2375,1.0,False,False,False,False
4.17429599232767,11.206502515889238,43.85898674124965,8.014050661294537,15.0,18.3902,5.7327,34.835,0.0,False,False,False,False
22.13296002329622,65.33653318396246,45.289368595880944,3.038917735070812,58.0,27.8494,57.5182,12.2561,1.0,True,False,False,False
19.78421500184876,60.63592459798427,28.07485766448866,78.57976686405524,67.0,39.1767,60.1401,23.4804,0.0,True,True,False,False
43.55277112595429,16.39972909332199,26.28921387956773,63.20018222809938,9.0,2.6957,81.0915,2.5583,1.0,False,False,False,False
44.58451310588695,70.25793498089604,19.882860874153728,54.963407368457,14.0,69.8507,3.9215,70.0643,0.0,False,False,False,False
58.45026211999571,76.6980840086415,41.06008054770464,26.6365309684106,71.0,14.4564,70.9392,22.3957,0.0,True,True,False,False
62.34593447228786,42.92624855178365,78.4238383917367,25.508112796450355,69.0,21.4027,61.6514,19.6983,0.0,True,True,False,False
8.23402540643986,30.921943102121546,34.06348464219994,42.51499303824892,80.0,55.7899,80.7241,47.2629,1.0,True,False,True,True
57.62586388599061,21.29070320799729,63.94509484082151,21.950783495036,59.0,4.4086,17.6542,75.5936,1.0,True,False,False,True
81.03787078593592,47.32118268892124,93.4128861022628,73.86461172654703,3.0,14.4929,77.5235,8.6305,0.0,False,False,False,False
54.80441028830269,36.55243808341099,59.9985124349203,9.233322933553987,97.0,21.6285,23.918,0.4307,0.0,False,False,False,False
13.825809693469315,40.70460603573227,49.77458805604596,8.988704311912842,76.0,70.2648,99.4058,44.3483,1.0,True,False,False,False
88.18321533738546,15.364844946482028,42.111380881730106,75.45726680552882,59.0,56.9623,64.9574,18.8027,0.0,False,False,False,False
38.65672121328628,80.48105452825529,54.95135900489085,53.64775394214495,75.0,70.5522,10.6259,21.817,1.0,True,False,True,True
91.76867502457756,60.68586461159028,6.577557115160893,44.49523045623474,65.0,49.4864,97.5968,18.5283,1.0,False,False,False,False
54.31892520181261,43.52498301926582,88.84204695952921,3.102897291707063,25.0,10.1328,51.481,3.0304,0.0,True,False,False,False
71.48914140752264,98.37967471580107,81.62710989216842,56.60358120343831,86.0,72.9089,49.8484,13.6755,1.0,True,False,True,True
60.59000144661207,58.39714256655919,35.31392513281679,67.67571810093872,6.0,29.1259,59.9499,10.0156,1.0,True,False,False,False
86.63846006327876,89.92536847848092,65.22812268446931,96.627221276059,68.0,93.6812,98.5286,84.3358,1.0,False,False,False,False
34.33064013294975,7.946593036686378,52.98516616412891,81.422425490029,90.0,9.2782,32.6567,45.429,1.0,True,False,False,False
70.17101111855112,24.187322534306983,72.93691790438247,62.64144123286067,20.0,63.9709,9.3201,38.8393,1.0,False,True,False,False
80.72052149043336,59.082741367040704,44.4395111145695,62.60434961789637,58.0,28.8118,58.2564,70.2219,0.0,False,False,False,False
20.08132011271832,89.92388628877886,68.98833994135028,17.17102734132059,64.0,36.5457,2.7113,29.0065,1.0,False,False,True,True
4.612163658541579,65.5849531185368,5.164352386192461,70.70620928719063,38.0,22.9591,11.3488,69.0327,1.0,False,False,False,False
27.96920179745098,5.187342951398765,57.614213932000034,19.56231545158914,18.0,90.7458,43.343,18.4807,0.0,False,False,False,False
24.683050465802168,5.080714368190553,24.7489853012928,80.54961537280614,69.0,41.3394,2.3457,19.9222,1.0,False,False,False,False
43.55240691153062,94.66148680300228,25.700232651935707,58.3601246628792,17.0,50.0969,89.3203,87.4675,1.0,False,True,True,False
32.30237440185295,57.40137040568646,53.940059448162415,11.770787525441316,67.0,81.5573,20.8278,26.4285,0.0,True,False,False,False
46.91090010527691,93.9132579033323,46.54618426993703,8.905500272214006,59.0,6.2535,2.8273,33.9461,1.0,False,False,False,True
9.542837125852676,21.144881934018034,7.550272737674302,64.66838563386679,57.0,90.5804,51.7817,99.4677,0.0,False,False,True,False
30.670959649674334,41.22140655199452,17.655126334541173,49.02958742189764,45.0,79.206,62.9788,28.6124,0.0,False,False,False,False
33.63186071534261,60.24194326854838,40.04361738657756,6.938876100245928,0.0,67.0511,84.8051,71.7098,1.0,False,False,False,False
95.5638694400434,42.674330560803206,50.65889438687429,0.132206470644669,6.0,0.2893,47.6274,12.9038,1.0,False,False,False,False
38.451402387050535,4.5554452079835,77.63190586141012,74.13677015029155,99.0,63.6087,53.9433,19.4443,1.0,False,False,False,False
95.73761385783752,85.30036056131124,40.45881633668016,79.26245411484507,74.0,87.9683,99.2128,73.2989,1.0,False,False,False,False
83.54287229812124,20.251846407578437,72.90101040133663,35.49115283098915,24.0,80.0143,55.2203,62.2908,1.0,False,False,False,True
74.82924818873697,49.472693863222105,73.87358614713,71.10038398713807,69.0,58.5958,34.886,55.8218,0.0,False,False,False,False
65.00027813065243,11.016375595894711,6.789435124372034,83.74333056469887,90.0,82.1329,81.8836,28.5631,1.0,False,False,False,False
40.49686885086948,7.546218836137286,26.17394535220955,51.88751627182899,9.0,70.8774,67.1391,37.9374,1.0,False,False,False,False
70.82152200672472,21.156826330720424,58.93266808898348,16.9096704205862,52.0,82.3474,62.4725,8.3297,0.0,False,False,False,False
30.996271821798505,0.0530389107102569,83.36879075059744,31.640977550501248,10.0,82.0132,38.8586,29.8051,1.0,False,False,False,False
49.75915219116182,54.295926682789165,13.272748244342436,4.050039337988165,88.0,54.8726,26.3794,75.6592,1.0,False,False,False,False
85.62857235206128,52.42671034640971,71.89208205979163,20.8122395647243,44.0,32.9259,61.4991,22.6494,0.0,False,False,False,False
13.49794955490733,28.84943003172914,65.26489580386176,21.737447582247647,78.0,86.4901,55.3164,29.481,0.0,False,True,False,True
9.233064075267816,27.86597061453984,95.31946064011493,4.46657670069095,8.0,60.2822,96.9687,10.6261,1.0,True,False,False,False
50.33134142285597,77.92070574905982,51.855125786203615,59.00618616351966,39.0,50.9922,24.6316,37.1625,1.0,True,False,True,True
19.78800243528725,46.96189515361968,81.00824700002711,18.576137011176478,57.0,34.1341,5.1144,0.477,1.0,True,False,False,False
29.857492246375102,45.78121459175735,69.37150514904651,28.338405506339605,91.0,66.0004,69.5473,80.022,0.0,False,False,True,False
31.701520538747687,41.65306025197702,1.4889133038463398,45.08106343988353,73.0,66.8505,66.3878,46.212,0.0,False,False,False,False
60.95846863605067,95.46956855860093,24.64725218330368,20.032539961109,18.0,77.599,83.5544,41.7734,0.0,True,False,False,False
71.07680032654133,40.71151146623193,71.490541597841,60.44965883151219,24.0,86.0828,86.1665,56.4478,0.0,False,True,False,False
59.476650974744096,22.658830338915397,38.30919623240449,67.10312756231268,4.0,85.53,59.067,21.0966,0.0,False,False,False,False
5.246755578082041,45.66722561808334,49.17531042590564,42.87306692512472,89.0,14.7707,22.6643,10.6521,0.0,True,False,False,False
35.220048293256475,45.85986056846485,74.78093773835434,50.36521641364312,22.0,55.0907,77.4095,91.1729,1.0,True,False,False,True
67.53467587474728,46.98252584837548,95.73605121182072,57.48542843280637,37.0,97.471,3.656,37.2284,0.0,False,False,False,False
85.38351834767438,20.935454257279208,13.290861996122397,45.57401520966423,55.0,49.3654,73.3838,64.7333,0.0,False,False,False,False
50.65036711390628,54.68317472988827,35.39299186862655,11.991921474312406,59.0,78.076,47.9068,3.492,1.0,True,False,False,False
38.49303522464792,65.17175478692957,15.580483604495122,43.10122269130382,85.0,4.1048,67.1527,69.0397,1.0,True,False,False,True
98.30733081666196,92.04440944505956,56.50561560389418,51.06669707466459,30.0,4.1706,8.8092,98.9708,1.0,False,False,False,False
16.398068161997593,78.76957205036682,89.2554377017702,89.71820254172404,37.0,27.856,49.3046,11.608,0.0,True,False,False,False
45.64207895788746,64.92250653943927,85.88080248303024,34.197471326198624,4.0,10.915,56.7768,53.82,1.0,True,False,False,False
66.16581869478132,25.64009973218712,74.32860730418895,27.682957380863915,25.0,75.803,52.6981,87.4851,1.0,False,True,False,True
12.93240494826662,93.44513762593294,23.978662522881187,43.180994142848185,83.0,47.3117,16.9332,58.7357,1.0,True,False,True,True
91.68421162460815,39.0141526798997,50.74667912639184,75.93615143116237,21.0,26.7699,47.5444,8.5548,0.0,False,False,False,False
93.77094799592658,1.93022963058862,79.29144884406143,25.124577976798555,4.0,8.9135,87.1087,62.3641,1.0,False,False,False,False
18.732989296434766,60.33255673265252,37.77077600138239,42.81097499415151,93.0,7.4544,19.988,73.5225,1.0,True,False,True,True
61.11673305886997,58.13090484116494,60.85798525288566,57.05862373838239,99.0,82.1447,38.6245,11.0783,1.0,True,False,False,False
67.34902036577223,48.62465320253966,4.186873141088709,37.23529264960307,1.0,28.7361,50.1441,90.9288,0.0,False,False,False,False
2.4480132256786025,11.045664311313708,21.01892497774497,58.54458882574972,59.0,45.1268,56.0849,35.5262,1.0,True,False,False,False
3.456464612906751,45.18581416534763,43.52334881586361,2.161596499306917,8.0,28.6421,3.3222,18.5368,0.0,False,False,False,False
78.3222531147813,11.988828026216147,22.253438051465345,68.43073185560023,4.0,36.3528,74.2835,22.7596,0.0,False,False,False,False
51.303099361462834,23.271918739096385,96.69291407727488,69.24404103350706,11.0,5.824,21.5316,44.4932,1.0,True,False,True,True
1.687336341683976,72.5628926104874,99.07111161872932,70.82911755257021,61.0,39.2511,67.8983,33.0292,1.0,True,True,True,True
59.328703471502806,59.17781127811293,61.56358617552789,36.14637298664369,26.0,71.4587,99.2629,74.064,1.0,True,False,False,False
32.00820637641498,33.51798788359783,64.41921733158563,60.82797319023797,60.0,75.8431,41.2585,33.1637,1.0,True,False,True,True
35.3645612923399,28.607668089692066,87.58644564033301,99.15705098229436,69.0,18.9209,87.6463,16.9724,0.0,False,True,False,False
65.78391149394521,35.59301670332755,71.55993083056849,16.125202941277074,30.0,47.9975,68.0859,18.9432,0.0,False,False,False,False
39.20706694983812,80.83774921679398,70.20873670016206,17.021853284287037,16.0,4.0819,35.3842,80.5033,1.0,True,False,True,True
58.07511676845342,56.812699510719824,3.583093353911948,40.16535987595324,81.0,67.3186,27.207,62.9269,1.0,False,False,False,False
45.34444705859909,71.64620786306696,90.13330808836676,58.8472574022053,16.0,6.6412,94.5281,2.7743,1.0,True,False,False,False
87.35692493191974,43.13721109099693,36.24576608165035,53.584325909755,88.0,44.4157,52.9576,73.9901,0.0,False,False,False,False
70.09672618784359,96.1645505957958,48.179776160467455,54.94054664447751,47.0,8.01,40.4718,24.5722,0.0,False,False,False,False
98.1973162643631,27.82032618475532,4.833273258990733,34.26518952446032,65.0,95.9515,92.8733,60.3206,1.0,False,False,False,False
86.19343170360179,39.84317629042159,55.58305337243343,38.83697951064594,59.0,25.0327,80.3189,0.0428,0.0,False,False,False,False
56.84774376045264,16.103398613302623,72.13641596845972,51.29390792696468,41.0,66.0757,89.8023,50.3105,0.0,False,False,False,False
65.71709459706419,43.8783835355889,37.275759073779234,75.48271695251213,67.0,12.0687,96.2513,92.3293,0.0,False,True,False,False
82.7731938006902,40.324967885240994,82.68397208762012,12.387271095192196,75.0,17.3938,20.2323,79.1837,0.0,True,False,False,False
27.48909035720156,93.95722356873873,54.422913673795534,43.75433255101439,64.0,55.572,14.9798,84.9736,0.0,False,True,False,False
26.680178370442,96.09511806842583,86.57702790267676,88.48295480127052,29.0,32.7923,93.7364,22.6251,1.0,True,False,True,True
10.817630396027022,43.6024605944388,9.856290498738709,30.393679132529492,7.0,48.6257,25.502,2.6497,1.0,False,False,False,False
41.95708995341902,8.069504083862334,18.13863060392994,45.62359376494567,78.0,60.4499,86.2458,75.594,1.0,False,False,False,False
12.842021044509387,75.84631361341262,85.89742806706771,77.3050936993763,45.0,12.0924,22.4626,5.4758,0.0,True,False,False,True
47.84942912731351,48.27633374444103,17.843433197536985,29.060778069343574,0.0,67.28,79.8368,73.7103,0.0,False,False,False,False
41.003354248791865,69.76176754437901,78.02726227140568,3.836630260399132,67.0,44.3068,33.9472,98.6348,1.0,False,False,False,False
